ID,TIMETABLE_ID,NAME,BRANCH,ADDRESS,TEL,LAT,LNG
282,1244,南科站,,台南市新市區大營里大營村287-300號,06-5896356,23.100596,120.307701
173,1226,新市站,,臺南市新市區新和里中華路1號,06-5996911,23.0643755,120.2944406
174,1227,永康站,,臺南市永康區埔園里中山路459號,06-2323305,23.0383377,120.2535236
226,1239,大橋站,,臺南市永康區中華路835號,06-3021755,23.0193991,120.2244201
175,1228,臺南站,,臺南市東區北門路2段4號,06-2261314,22.9971443,120.2129662
176,1229,保安站,,臺南市仁德區保安里文賢路1段529巷10號,06-2665988,22.9329397,120.2315935
281,1243,仁德站,,臺南市仁德區保安里永德路10號,06-2669383,22.9215274,120.2432267
177,1230,中洲站,,臺南市仁德區中洲路298之1號,06-2667191,22.909584,120.249932
178,1231,大湖站,,高雄市路竹區甲南里天佑路24號,07-6932127,22.8802741,120.2533872
179,1232,路竹站,,高雄市路竹區竹南里中正路288號,07-6072723,22.8547588,120.265653
180,1233,岡山站,,高雄市岡山區岡燕路111號,07-6212074,22.7922708,120.3000191
181,1234,橋頭站,,高雄市橋頭區橋頭里站前街14號,07-6115424,22.7599698,120.3105702
183,1235,楠梓站,,高雄市楠梓區建楠路229號,07-3510175,22.7270354,120.3243707
288,1242,新左營站,,高雄市左營區尾北里站前北路1號,07-5887825,22.6875442,120.3067878
184,1236,左營站,,高雄市左營區勝利路1號,無,22.675204,120.2947934
185,1238,高雄站,,高雄市三民區建國二路318號,07-2352376,22.6396198,120.3021106
186,1402,鳳山站,,高雄市鳳山區曹公路70號,07-7460423,22.631284,120.357683
187,1403,後庄站,,高雄市大寮區民慶街9號,07-7020149,22.6400667,120.3911254
188,1404,九曲堂站,,高雄市大樹區久堂里鐵路巷15號,07-6512020,22.6595711,120.4213296
189,1405,六塊厝站,,屏東縣屏東市長安里光復路392號,無,22.665987,120.464996
190,1406,屏東站,,屏東縣屏東市光復路43號,08-7655240,22.669306,120.486203
91,1802,暖暖站,,基隆市暖暖街51號,無,25.1022821,121.740329
90,1803,四腳亭站,,新北市瑞芳區吉慶里中央路65號,02-24579346,25.1027508,121.7618869
89,1804,瑞芳站,,新北市瑞芳區龍潭里明燈路3段82號,02-24972033,25.1089277,121.8061486
88,1805,侯硐站,,新北市瑞芳區光復里柴寮路70號,02-24977747,25.0870094,121.8274239
87,1806,三貂嶺站,,新北市瑞芳區碩仁里魚寮路1號,02-24977896,25.0655443,121.8225588
86,1807,牡丹站,,新北市雙溪區牡丹路159號,無,25.1049285,121.8218789
85,1808,雙溪站,,新北市雙溪區新基里朝陽街1號,02-24932980,25.0386122,121.8658396
84,1809,貢寮站,,新北市貢寮區貢寮里朝陽街33號,02-24941500,25.0219664,121.9093995
83,1810,福隆站,,新北市貢寮區福隆里福隆街2號,02-24991800,25.0163397,121.9448946
82,1811,石城站,,宜蘭縣頭城鎮石城里濱海路7段230號,無,24.9783344,121.9451914
81,1812,大里站,,宜蘭縣頭城鎮大里里濱海路6段326號,03-9781171,24.9667986,121.9224961
80,1813,大溪站,,宜蘭縣頭城鎮大溪里濱海路5段63號,無,24.9384235,121.8898732
79,1814,龜山站,,宜蘭縣頭城鎮更新里濱海路3段261號,03-9770351,24.9048183,121.8688782
78,1815,外澳站,,宜蘭縣頭城鎮外澳里濱海路2段217號,無,24.8837032,121.8457576
77,1816,頭城站,,宜蘭縣頭城鎮城北里纘祥路59號,03-9771429,24.8589758,121.8225558
76,1817,頂埔站,,宜蘭縣頭城鎮下埔里下埔路4-8號,無,24.843998,121.8092075
75,1818,礁溪站,,宜蘭縣礁溪鄉德陽村溫泉路1號,03-9886940,24.8270345,121.7753536
74,1819,四城站,,宜蘭縣礁溪鄉吳沙村站前路24號,03-9282449,24.7868018,121.7627275
73,1820,宜蘭站,,宜蘭縣宜蘭市和睦里光復路1號,03-9323801,24.7545124,121.7582529
72,1821,二結站,,宜蘭縣五結鄉三興村復興中路37號,03-9650304,24.7052671,121.774131
71,1822,中里站,,宜蘭縣五結鄉台興路10號,無,24.6975943,121.7683386
70,1823,羅東站,,宜蘭縣羅東鎮大新里公正路2號,03-9542117,24.6779285,121.7746293
69,1824,冬山站,,宜蘭縣冬山鄉冬山村中正路1號,03-9594221,24.6362965,121.7921071
68,1825,新馬站,,宜蘭縣蘇澳鎮中山路2段322號,無,24.6153953,121.8229
67,1826,蘇澳新站,,宜蘭縣蘇澳鎮中山路2段238號之1,03-9961004,24.6090239,121.82703
66,1827,蘇澳站,,宜蘭縣蘇澳鎮蘇南里太平路1號,03-9962028,24.5951807,121.8514401
64,1703,永樂站,,宜蘭縣蘇澳鎮永樂里圳頭路60號,03-9961889,24.5684172,121.8445641
63,1704,東澳站,,宜蘭縣南澳鄉東岳村1號,03-9986053,24.518281,121.830705
62,1705,南澳站,,宜蘭縣蘇澳鎮南強里大通路22號,03-9981971,24.4633961,121.8009262
60,1706,武塔站,,宜蘭縣南澳鄉武塔村新溪路18號,無,24.4486736,121.7760368
58,1708,漢本站,,宜蘭縣南澳鄉澳花村蘇花路1段56號,03-9985238,24.3354282,121.7683548
57,1709,和平站,,花蓮縣秀林鄉和平村276號,03-8681009,24.2982959,121.7533456
56,1710,和仁站,,花蓮縣秀林鄉和仁路71號,03-8681221,24.2481897,121.7294026
55,1711,崇德站,,花蓮縣秀林鄉海濱路96號,03-8621365,24.1693952,121.6543068
54,1712,新城站,,花蓮縣新城鄉新城村新興1路73號,03-8611237,24.1275238,121.640866
53,1713,景美站,,花蓮縣秀林鄉加灣178-1號,無,24.090317,121.610786
52,1714,北埔站,,花蓮縣新城鄉自強街113號,03-8263809,24.0259577,121.6028403
51,1715,花蓮站,,花蓮縣花蓮市國聯一路100號,03-8355941,23.9928678,121.6009927
45,1602,吉安站,,花蓮縣吉安鄉南昌街200號,03-8539423,23.9667376,121.5853166
43,1604,志學站,,花蓮縣壽豐鄉中正路1號,03-8662966,23.9074936,121.5294366
42,1605,平和站,,花蓮縣壽豐鄉平和路1號,無,23.8827741,121.520485
41,1606,壽豐站,,花蓮縣壽豐鄉壽山路1號,03-8653706,23.869016,121.510633
40,1607,豐田站,,花蓮縣壽豐鄉站前街36號,03-8654251,23.848475,121.496168
39,1608,溪口站,,花蓮縣壽豐鄉溪口村新站43號,無,23.8202852,121.4741827
37,1609,南平站,,花蓮縣鳳林鎮自強路233號,03-8771597,23.7822757,121.4582804
36,1610,鳳林站,,花蓮縣鳳林鎮中山路43號,03-8762004,23.74634,121.4470243
35,1611,萬榮站,,花蓮縣鳳林鎮長德街17號,03-8752175,23.711978,121.419067
34,1612,光復站,,花蓮縣光復鄉中正路1段2-1號,03-8704143,23.666293,121.4211678
32,1613,大富站,,花蓮縣光復鄉明德路1號,無,23.605688,121.3896245
31,1614,富源站,,花蓮縣瑞穗鄉富源路2號,03-8811824,23.5802685,121.3801225
29,1616,瑞穗站,,花蓮縣瑞穗鄉四維街13號,03-8875039,23.4973759,121.3768412
27,1617,三民站,,花蓮縣玉里鎮三民路10號,03-8841847,23.4473518,121.3304499
25,1619,玉里站,,花蓮縣玉里鎮康樂街39號,03-8882020,23.3315175,121.311726
22,1621,東里站,,花蓮縣富里鄉大莊路15號之6,03-8861005,23.2723086,121.3041814
20,1622,東竹站,,花蓮縣富里鄉新興村26號,03-8821504,23.226025,121.278481
18,1623,富里站,,花蓮縣富里鄉車站街56號,03-8831771,23.1791319,121.2486917
15,1624,池上站,,臺東縣池上鄉鐵花路30號,089-862097,23.1261582,121.2193902
14,1625,海端站,,臺東縣關山鎮西莊49號,無,23.1029344,121.1768294
12,1626,關山站,,臺東縣關山鎮博愛路2號,089-811033,23.0456654,121.164373
10,1628,瑞和站,,臺東縣鹿野鄉瑞和村瑞榮路1之1號,無,22.9784892,121.1882189
9,1629,瑞源站,,臺東縣鹿野鄉瑞景路1段336巷8號之1,089-580159,22.953923,121.15807
8,1630,鹿野站,,臺東縣鹿野鄉中正路38號,089-550217,22.9124694,121.1370039
6,1631,山里站,,臺東縣卑南鄉山里路108號,089-572370,22.862046,121.138031
4,1632,臺東站,,臺東縣臺東市岩灣路101巷598號,089-229687,22.7946607,121.1234431
191,1407,歸來站,,屏東縣屏東市歸來里歸仁路5-4號,無,22.652189,120.502952
192,1408,麟洛站,,屏東縣麟洛鄉田道村緀仔一路,無,22.634819,120.514368
193,1409,西勢站,,屏東縣竹田鄉西勢村西豐路2號,08-7784521,22.616433,120.5266971
194,1410,竹田站,,屏東縣竹田鄉履豐村豐明路27-1號,08-7711002,22.5864608,120.5418585
195,1411,潮州站,,屏東縣潮州鎮信義路111號,08-7882739,22.550086,120.53642
196,1412,崁頂站,,屏東縣崁頂鄉崁頂村中正路122號,無,22.512921,120.511117
197,1413,南州站,,屏東縣南州鄉仁里村仁里路86號,08-8642942,22.4920584,120.5117382
198,1414,鎮安站,,屏東縣林邊鄉鎮安村永和路4號,無,22.457927,120.511321
199,1415,林邊站,,屏東縣林邊鄉仁和村仁愛路33號,08-8751475,22.4314061,120.5153762
200,1416,佳冬站,,屏東縣佳冬鄉六根村復興路21號,08-8662939,22.4140869,120.5477418
201,1417,東海站,,屏東縣枋寮鄉東海村西安路92號,無,22.398968,120.572356
203,1418,枋寮站,,屏東縣枋寮鄉枋寮村儲運路18號,08-8782041,22.3680186,120.5950975
204,1502,加祿站,,屏東縣枋山鄉加祿村會社路53號,08-8720791,22.330971,120.624621
205,1503,內獅站,,屏東縣枋山鄉加祿村南和路43號,08-8720791,22.297838,120.643774
206,1504,枋山站,,屏東縣獅子鄉內獅村內獅巷84號,08-8720791,22.267067,120.659647
210,1507,古莊站,,臺東縣大武鄉尚武村古莊83號,089-791820,22.3455088,120.8780786
211,1508,大武站,,臺東縣大武鄉大鳥村和平部落33號,089-792056,22.3524782,120.8881513
213,1510,瀧溪站,,臺東縣太麻里鄉多良村大溪14鄰37之1號,089-761482,22.463806,120.938037
215,1512,金崙站,,臺東縣太麻里鄉金崙村47-17號,089-771068,22.531488,120.9672394
217,1514,太麻里站,,臺東縣太麻里鄉大王村276-13號,089-781544,22.6149357,120.9933678
219,1516,知本站,,臺東縣臺東市知本路二段900巷85號,089-514482,22.7314629,121.0587551
220,1517,康樂站,,臺東縣台東市博物館路51巷131號,089-383107,22.7636935,121.0941177
214,1511,多良站,,臺東縣太麻里鄉多良村瀧溪路8-1號,無,22.5067798,120.9586626
291,6103,海科館站,深澳線,基隆市中正區八斗子,無,25.13838,121.799062
231,1903,大華站,平溪線,新北市平溪區六分路12-1號,無,25.0345984,121.7537404
232,1904,十分站,平溪線,新北市平溪區十分街51號,02-24958307,25.0430998,121.7767203
233,1905,望古站,平溪線,新北市平溪區(無站房),無,25.0345984,121.7537404
234,1906,嶺腳站,平溪線,新北市平溪區嶺腳街22號,無,25.030052,121.74804
235,1907,平溪站,平溪線,新北市平溪區中華街12號,無,25.025789,121.7410565
236,1908,菁桐站,平溪線,新北市平溪區菁桐街52號,無,25.0246184,121.7284449
238,2212,千甲站,內灣線,新竹市水源里千甲路142號,無,24.8066257,121.0033786
239,2213,新莊站,內灣線,新竹市新莊里關東路310號,無,24.7880283,121.0219477
241,2203,竹中站,內灣線,新竹縣竹東鎮頭重里竹中路145號,無,24.7814701,121.030687
242,2204,上員站,內灣線,新竹縣竹東鎮上員里(無站房),無,24.777831,121.055699
249,2211,榮華站,內灣線,新竹縣竹東鎮仁愛里(無站房),無,24.748359,121.08331
243,2205,竹東站,內灣線,新竹縣竹東鎮雞林里東林路196號,03-5962042,24.7378224,121.0943482
244,2206,橫山站,內灣線,新竹縣橫山鄉橫山村橫山路97號(無站房),無,24.7205632,121.1165462
245,2207,九讚頭站,內灣線,新竹縣橫山鄉中豐路2段286巷29號,03-5962042,24.7206375,121.1362146
246,2208,合興站,內灣線,新竹縣橫山鄉中山街1段17號,無,24.7167094,121.1543901
247,2209,富貴站,內灣線,新竹縣橫山鄉(無站房),無,24.715543,121.167371
248,2210,內灣站,內灣線,新竹縣橫山鄉中正路6號,無,24.7053022,121.1825562
240,2214,六家站,六家線,新竹縣竹北市復興三路2段229號,無,24.807528,121.0393001
251,2702,源泉站,集集線,彰化縣二水鄉合興村英義路(無站房),無,23.797054,120.639857
252,2703,濁水站,集集線,南投縣名間鄉濁水村車站路53號,無,23.8362337,120.7043512
253,2704,龍泉站,集集線,南投縣集集鎮隘寮村(無站房),無,23.833556,120.737912
254,2705,集集站,集集線,南投縣集集鎮民生路75號,無,23.826451,120.784891
255,2706,水里站,集集線,南投縣水里鄉民生路442號,無,23.8184559,120.853323
256,2707,車埕站,集集線,南投縣水里鄉車埕村民權巷2號,無,23.8326366,120.8657454
283,5101,長榮大學站,沙崙線,台南市歸仁區長榮一段200巷72弄126號,06-2782615,22.9099639,120.2714247
284,5102,沙崙站,沙崙線,臺南市歸仁區沙崙里歸仁大道102號,,22.923848,120.286403
